date;time;x;y;fx;fy
08/12/2022;11:54:20.184;119;-118;-137;693
08/12/2022;11:54:20.231;115;-111;-137;693
08/12/2022;11:54:20.294;113;-107;-137;677
08/12/2022;11:54:20.356;112;-104;-137;677
08/12/2022;11:54:20.419;110;-100;-137;677
08/12/2022;11:54:20.481;108;-96;-137;677
08/12/2022;11:54:20.544;108;-89;-85;677
08/12/2022;11:54:20.606;108;-85;-85;677
08/12/2022;11:54:20.669;108;-82;-85;1388
08/12/2022;11:54:20.731;108;-78;-85;1388
08/12/2022;11:54:20.794;108;-71;-40;1388
08/12/2022;11:54:20.856;108;-67;-40;1388
08/12/2022;11:54:20.919;108;-64;-40;1388
08/12/2022;11:54:20.981;108;-64;-40;1585
08/12/2022;11:54:21.044;108;-72;-40;1585
08/12/2022;11:54:21.106;108;-75;-53;1585
08/12/2022;11:54:21.169;108;-79;-53;1585
08/12/2022;11:54:21.231;108;-82;-53;1585
08/12/2022;11:54:21.294;108;-86;-53;2160
08/12/2022;11:54:21.356;108;-82;-53;2160
08/12/2022;11:54:21.419;108;-78;-72;2160
08/12/2022;11:54:21.481;108;-75;-72;2160
08/12/2022;11:54:21.544;108;-67;-72;2160
08/12/2022;11:54:21.606;108;-64;-72;1358
08/12/2022;11:54:21.669;108;-60;-72;1358
08/12/2022;11:54:21.731;108;-57;-84;1358
08/12/2022;11:54:21.794;108;-49;-84;1358
08/12/2022;11:54:21.856;108;-46;-84;1358
08/12/2022;11:54:21.919;108;-42;-84;1502
08/12/2022;11:54:21.981;108;-38;-84;1502
08/12/2022;11:54:22.044;108;-31;-33;1502
08/12/2022;11:54:22.106;108;-27;-33;1502
08/12/2022;11:54:22.169;108;-24;-33;1502
08/12/2022;11:54:22.231;108;-20;-33;1484
08/12/2022;11:54:22.294;108;-13;0;1484
08/12/2022;11:54:22.356;108;-9;0;1484
08/12/2022;11:54:22.419;108;-6;0;1484
08/12/2022;11:54:22.481;108;-2;0;1484
08/12/2022;11:54:22.544;108;4;0;1467
08/12/2022;11:54:22.606;108;8;-26;1467
08/12/2022;11:54:22.669;108;12;-26;1467
08/12/2022;11:54:22.731;108;15;-26;1467
08/12/2022;11:54:22.794;108;23;-26;1467
08/12/2022;11:54:22.856;108;26;-26;1481
08/12/2022;11:54:22.919;108;30;-26;1481
08/12/2022;11:54:22.981;108;34;-26;1481
08/12/2022;11:54:23.044;108;41;-28;1481
08/12/2022;11:54:23.107;108;44;-28;1481
08/12/2022;11:54:23.169;108;48;-28;1354
08/12/2022;11:54:23.232;108;52;-28;1354
08/12/2022;11:54:23.294;108;59;-35;1354
08/12/2022;11:54:23.356;108;63;-35;1354
08/12/2022;11:54:23.419;108;66;-35;1354
08/12/2022;11:54:23.482;108;68;-35;1219
08/12/2022;11:54:23.544;108;68;-35;1219
08/12/2022;11:54:23.607;108;68;-40;1219
08/12/2022;11:54:23.669;108;68;-40;1219
08/12/2022;11:54:23.732;108;68;-40;1219
08/12/2022;11:54:23.795;108;63;-40;1512
08/12/2022;11:54:23.857;108;60;-40;1512
08/12/2022;11:54:23.919;108;56;0;1512
08/12/2022;11:54:23.982;108;52;0;1512
08/12/2022;11:54:24.044;108;45;0;1713
08/12/2022;11:54:24.106;108;40;0;1713
08/12/2022;11:54:24.185;108;36;0;1713
